name,ssp_range,year_range,p0.05,p0.50,p0.95
"Venezuela, Bolivarian Republic of",SSP5-8.5,1986-2005,77.52,77.90,78.02
"Venezuela, Bolivarian Republic of",SSP5-8.5,2020-2039,79.25,79.65,80.41
"Venezuela, Bolivarian Republic of",SSP5-8.5,2040-2059,80.36,81.26,82.38
"Venezuela, Bolivarian Republic of",SSP5-8.5,2080-2099,82.81,85.13,87.24
"Virgin Islands, British",SSP5-8.5,1986-2005,80.11,80.47,80.64
"Virgin Islands, British",SSP5-8.5,2020-2039,81.26,81.98,82.63
"Virgin Islands, British",SSP5-8.5,2040-2059,82.37,83.04,84.23
"Virgin Islands, British",SSP5-8.5,2080-2099,84.08,85.47,87.57
"Virgin Islands, U.S.",SSP5-8.5,1986-2005,80.22,80.59,80.76
"Virgin Islands, U.S.",SSP5-8.5,2020-2039,81.38,82.06,82.71
"Virgin Islands, U.S.",SSP5-8.5,2040-2059,82.48,83.03,84.31
"Virgin Islands, U.S.",SSP5-8.5,2080-2099,84.16,85.54,87.61
Viet Nam,SSP5-8.5,1986-2005,81.14,81.45,81.71
Viet Nam,SSP5-8.5,2020-2039,82.57,83.02,83.60
Viet Nam,SSP5-8.5,2040-2059,83.48,84.37,85.84
Viet Nam,SSP5-8.5,2080-2099,85.58,87.57,89.68
Vanuatu,SSP5-8.5,1986-2005,75.34,75.70,76.00
Vanuatu,SSP5-8.5,2020-2039,76.23,76.77,77.38
Vanuatu,SSP5-8.5,2040-2059,77.28,77.80,78.84
Vanuatu,SSP5-8.5,2080-2099,79.18,80.12,82.25
Wallis and Futuna,SSP5-8.5,1986-2005,78.96,79.34,79.51
Wallis and Futuna,SSP5-8.5,2020-2039,80.02,80.41,80.93
Wallis and Futuna,SSP5-8.5,2040-2059,80.83,81.38,82.21
Wallis and Futuna,SSP5-8.5,2080-2099,82.48,83.52,85.15
Samoa,SSP5-8.5,1986-2005,77.65,77.98,78.21
Samoa,SSP5-8.5,2020-2039,78.74,79.17,79.69
Samoa,SSP5-8.5,2040-2059,79.61,80.11,80.78
Samoa,SSP5-8.5,2080-2099,81.18,82.25,83.70
Yemen,SSP5-8.5,1986-2005,80.85,81.17,81.46
Yemen,SSP5-8.5,2020-2039,81.16,82.71,83.93
Yemen,SSP5-8.5,2040-2059,82.26,84.18,86.23
Yemen,SSP5-8.5,2080-2099,85.34,87.31,91.15
South Africa,SSP5-8.5,1986-2005,55.53,55.96,56.34
South Africa,SSP5-8.5,2020-2039,56.91,57.54,58.46
South Africa,SSP5-8.5,2040-2059,58.26,59.17,60.64
South Africa,SSP5-8.5,2080-2099,61.16,63.02,65.69
Zambia,SSP5-8.5,1986-2005,65.77,66.46,66.77
Zambia,SSP5-8.5,2020-2039,67.16,67.93,68.62
Zambia,SSP5-8.5,2040-2059,68.29,69.44,71.66
Zambia,SSP5-8.5,2080-2099,70.41,73.21,77.05
Zimbabwe,SSP5-8.5,1986-2005,61.12,62.10,62.58
Zimbabwe,SSP5-8.5,2020-2039,62.91,63.49,64.60
Zimbabwe,SSP5-8.5,2040-2059,63.98,65.47,67.00
Zimbabwe,SSP5-8.5,2080-2099,66.83,69.58,72.61
