name,ssp_range,year_range,p0.05,p0.50,p0.95
Bosnia and Herzegovina,SSP5-8.5,2040-2059,35.74,38.32,40.38
Bosnia and Herzegovina,SSP5-8.5,2080-2099,39.35,41.77,46.12
Saint Barthélemy,SSP5-8.5,1986-2005,76.57,76.87,76.98
Saint Barthélemy,SSP5-8.5,2020-2039,77.77,78.20,78.88
Saint Barthélemy,SSP5-8.5,2040-2059,78.61,79.35,80.38
Saint Barthélemy,SSP5-8.5,2080-2099,80.46,81.68,83.78
Belarus,SSP5-8.5,1986-2005,22.21,23.18,24.77
Belarus,SSP5-8.5,2020-2039,24.48,27.60,29.50
Belarus,SSP5-8.5,2040-2059,26.83,29.51,33.24
Belarus,SSP5-8.5,2080-2099,31.12,34.94,39.71
Belize,SSP5-8.5,1986-2005,74.30,74.48,74.87
Belize,SSP5-8.5,2020-2039,75.74,76.07,77.26
Belize,SSP5-8.5,2040-2059,76.54,77.67,78.82
Belize,SSP5-8.5,2080-2099,79.27,81.04,83.79
Bermuda,SSP5-8.5,1986-2005,64.75,65.25,65.68
Bermuda,SSP5-8.5,2020-2039,65.65,66.48,67.55
Bermuda,SSP5-8.5,2040-2059,66.18,67.49,68.98
Bermuda,SSP5-8.5,2080-2099,68.40,70.48,72.40
"Bolivia, Plurinational State of",SSP5-8.5,1986-2005,64.50,64.76,64.95
"Bolivia, Plurinational State of",SSP5-8.5,2020-2039,66.12,66.57,67.32
"Bolivia, Plurinational State of",SSP5-8.5,2040-2059,67.39,68.15,69.38
"Bolivia, Plurinational State of",SSP5-8.5,2080-2099,69.97,72.32,74.33
Brazil,SSP5-8.5,1986-2005,78.22,78.42,78.64
Brazil,SSP5-8.5,2020-2039,79.57,80.00,80.53
Brazil,SSP5-8.5,2040-2059,80.73,81.41,82.43
Brazil,SSP5-8.5,2080-2099,83.10,84.93,86.75
Barbados,SSP5-8.5,1986-2005,77.66,77.92,78.10
Barbados,SSP5-8.5,2020-2039,78.90,79.35,79.85
Barbados,SSP5-8.5,2040-2059,79.49,80.37,81.24
Barbados,SSP5-8.5,2080-2099,81.37,82.74,84.57
Brunei Darussalam,SSP5-8.5,1986-2005,78.45,78.65,78.96
Brunei Darussalam,SSP5-8.5,2020-2039,79.59,80.02,80.52
Brunei Darussalam,SSP5-8.5,2040-2059,80.62,81.41,82.33
Brunei Darussalam,SSP5-8.5,2080-2099,82.72,83.99,86.24
Bhutan,SSP5-8.5,1986-2005,41.34,41.94,43.13
Bhutan,SSP5-8.5,2020-2039,43.27,43.97,45.14
Bhutan,SSP5-8.5,2040-2059,44.18,45.96,47.16
Bhutan,SSP5-8.5,2080-2099,48.21,50.56,53.79
Botswana,SSP5-8.5,1986-2005,77.08,77.49,77.98
Botswana,SSP5-8.5,2020-2039,78.04,79.55,80.67
Botswana,SSP5-8.5,2040-2059,79.41,81.41,83.17
Botswana,SSP5-8.5,2080-2099,82.76,85.56,88.65
Central African Republic,SSP5-8.5,1986-2005,79.60,79.93,80.30
Central African Republic,SSP5-8.5,2020-2039,77.31,80.87,82.06
Central African Republic,SSP5-8.5,2040-2059,76.94,82.15,84.19
Central African Republic,SSP5-8.5,2080-2099,79.59,85.43,89.84
Canada,SSP5-8.5,1986-2005,12.98,13.83,14.21
Canada,SSP5-8.5,2020-2039,15.94,17.50,19.23
Canada,SSP5-8.5,2040-2059,18.51,20.47,22.32
Canada,SSP5-8.5,2080-2099,23.63,26.35,30.22
Switzerland,SSP5-8.5,1986-2005,28.95,30.26,30.81
Switzerland,SSP5-8.5,2020-2039,31.52,32.73,34.59
Switzerland,SSP5-8.5,2040-2059,32.36,33.91,37.13
Switzerland,SSP5-8.5,2080-2099,34.89,37.69,42.94
Chile,SSP5-8.5,1986-2005,59.63,59.81,60.13
Chile,SSP5-8.5,2020-2039,60.93,61.46,61.96
Chile,SSP5-8.5,2040-2059,62.09,62.96,63.97
Chile,SSP5-8.5,2080-2099,64.84,66.30,68.39
China,SSP5-8.5,1986-2005,35.07,35.47,36.08
China,SSP5-8.5,2020-2039,37.21,38.11,39.74
China,SSP5-8.5,2040-2059,38.60,40.38,42.40
China,SSP5-8.5,2080-2099,41.99,44.77,48.57
Côte d'Ivoire,SSP5-8.5,1986-2005,79.86,80.29,81.14
Côte d'Ivoire,SSP5-8.5,2020-2039,80.30,81.90,82.68
Côte d'Ivoire,SSP5-8.5,2040-2059,80.03,83.20,85.08
Côte d'Ivoire,SSP5-8.5,2080-2099,83.63,86.67,90.33
Cameroon,SSP5-8.5,1986-2005,76.43,76.82,77.07
Cameroon,SSP5-8.5,2020-2039,76.75,78.45,79.39
Cameroon,SSP5-8.5,2040-2059,76.91,79.63,81.76
Cameroon,SSP5-8.5,2080-2099,79.88,82.89,87.00
"Congo, The Democratic Republic of the",SSP5-8.5,1986-2005,74.90,75.15,75.44
"Congo, The Democratic Republic of the",SSP5-8.5,2020-2039,75.66,76.56,77.11
"Congo, The Democratic Republic of the",SSP5-8.5,2040-2059,76.27,77.84,79.05
"Congo, The Democratic Republic of the",SSP5-8.5,2080-2099,78.87,81.15,83.26
Congo,SSP5-8.5,1986-2005,77.75,77.96,78.29
Congo,SSP5-8.5,2020-2039,78.55,79.33,80.01
Congo,SSP5-8.5,2040-2059,79.29,80.73,82.10
Congo,SSP5-8.5,2080-2099,81.99,83.68,85.86
Cook Islands,SSP5-8.5,1986-2005,78.81,79.07,79.24
Cook Islands,SSP5-8.5,2020-2039,79.80,80.14,80.40
Cook Islands,SSP5-8.5,2040-2059,80.61,81.04,81.89
Cook Islands,SSP5-8.5,2080-2099,82.16,83.32,85.17
Colombia,SSP5-8.5,1986-2005,73.63,73.86,74.07
Colombia,SSP5-8.5,2020-2039,74.98,75.52,76.25
Colombia,SSP5-8.5,2040-2059,76.20,76.98,78.43
Colombia,SSP5-8.5,2080-2099,78.43,81.03,82.71
Comoros,SSP5-8.5,1986-2005,79.69,79.99,80.18
Comoros,SSP5-8.5,2020-2039,80.92,81.27,81.75
Comoros,SSP5-8.5,2040-2059,81.88,82.33,83.27
Comoros,SSP5-8.5,2080-2099,83.76,85.03,87.32
Cabo Verde,SSP5-8.5,1986-2005,71.07,71.36,71.63
Cabo Verde,SSP5-8.5,2020-2039,72.12,72.72,73.32
Cabo Verde,SSP5-8.5,2040-2059,72.54,73.73,74.54
Cabo Verde,SSP5-8.5,2080-2099,74.82,76.23,78.18
Costa Rica,SSP5-8.5,1986-2005,72.24,72.44,72.68
Costa Rica,SSP5-8.5,2020-2039,73.46,74.04,74.77
Costa Rica,SSP5-8.5,2040-2059,74.58,75.36,76.57
Costa Rica,SSP5-8.5,2080-2099,77.00,78.82,80.96
Cuba,SSP5-8.5,1986-2005,73.56,74.11,74.54
Cuba,SSP5-8.5,2020-2039,75.00,75.53,76.19
Cuba,SSP5-8.5,2040-2059,75.72,76.63,77.71
Cuba,SSP5-8.5,2080-2099,78.25,79.72,82.04
Curaçao,SSP5-8.5,1986-2005,77.89,78.09,78.31
Curaçao,SSP5-8.5,2020-2039,79.22,79.62,80.20
Curaçao,SSP5-8.5,2040-2059,79.72,80.81,81.75
Curaçao,SSP5-8.5,2080-2099,81.64,83.28,85.41
Cayman Islands,SSP5-8.5,1986-2005,76.91,77.38,77.60
Cayman Islands,SSP5-8.5,2020-2039,78.25,78.65,79.35
Cayman Islands,SSP5-8.5,2040-2059,79.06,79.86,80.77
Cayman Islands,SSP5-8.5,2080-2099,81.20,82.66,84.56
Cyprus,SSP5-8.5,1986-2005,55.07,55.68,56.31
Cyprus,SSP5-8.5,2020-2039,57.11,57.78,58.42
Cyprus,SSP5-8.5,2040-2059,57.65,58.96,59.97
Cyprus,SSP5-8.5,2080-2099,60.32,62.38,64.47
Czechia,SSP5-8.5,1986-2005,28.17,29.33,30.62
Czechia,SSP5-8.5,2020-2039,30.22,32.46,35.51
Czechia,SSP5-8.5,2040-2059,32.06,34.02,38.06
Czechia,SSP5-8.5,2080-2099,35.56,37.54,43.39
Germany,SSP5-8.5,1986-2005,32.60,33.61,34.74
Germany,SSP5-8.5,2020-2039,34.28,36.23,39.00
Germany,SSP5-8.5,2040-2059,35.95,37.75,40.27
Germany,SSP5-8.5,2080-2099,39.14,41.09,47.06
Djibouti,SSP5-8.5,1986-2005,74.31,74.60,74.87
Djibouti,SSP5-8.5,2020-2039,75.80,76.30,77.27
Djibouti,SSP5-8.5,2040-2059,77.06,78.06,79.34
Djibouti,SSP5-8.5,2080-2099,79.89,81.78,84.40
Dominica,SSP5-8.5,1986-2005,76.28,76.59,76.81
Dominica,SSP5-8.5,2020-2039,77.61,77.98,78.57
Dominica,SSP5-8.5,2040-2059,78.23,79.11,80.03
Dominica,SSP5-8.5,2080-2099,80.08,81.44,83.41
Denmark,SSP5-8.5,1986-2005,33.06,34.13,35.31
Denmark,SSP5-8.5,2020-2039,35.08,37.04,39.26
Denmark,SSP5-8.5,2040-2059,36.75,38.04,41.57
Denmark,SSP5-8.5,2080-2099,39.45,41.59,47.05
Dominican Republic,SSP5-8.5,1986-2005,73.71,74.04,74.37
Dominican Republic,SSP5-8.5,2020-2039,75.25,75.62,76.23
Dominican Republic,SSP5-8.5,2040-2059,75.99,76.81,78.12
Dominican Republic,SSP5-8.5,2080-2099,78.32,79.62,82.27
Algeria,SSP5-8.5,1986-2005,49.46,49.89,50.50
Algeria,SSP5-8.5,2020-2039,51.13,51.84,53.11
Algeria,SSP5-8.5,2040-2059,52.17,53.24,54.84
Algeria,SSP5-8.5,2080-2099,54.95,57.02,59.92
Ecuador,SSP5-8.5,1986-2005,65.99,66.29,66.50
Ecuador,SSP5-8.5,2020-2039,67.24,67.81,68.35
Ecuador,SSP5-8.5,2040-2059,68.22,69.05,70.42
Ecuador,SSP5-8.5,2080-2099,70.44,72.58,74.41
Egypt,SSP5-8.5,1986-2005,58.32,58.91,59.41
Egypt,SSP5-8.5,2020-2039,60.41,61.25,62.13
Egypt,SSP5-8.5,2040-2059,60.92,62.53,63.79
Egypt,SSP5-8.5,2080-2099,64.33,66.15,68.89
Eritrea,SSP5-8.5,1986-2005,73.13,73.49,73.78
Eritrea,SSP5-8.5,2020-2039,74.79,75.48,76.26
Eritrea,SSP5-8.5,2040-2059,75.89,77.22,78.49
Eritrea,SSP5-8.5,2080-2099,79.23,81.25,83.94
Spain,SSP5-8.5,1986-2005,46.93,47.53,47.98
Spain,SSP5-8.5,2020-2039,48.38,49.20,49.94
Spain,SSP5-8.5,2040-2059,49.36,50.18,51.76
Spain,SSP5-8.5,2080-2099,51.64,53.27,56.43
Estonia,SSP5-8.5,1986-2005,23.03,24.29,26.76
Estonia,SSP5-8.5,2020-2039,26.14,29.16,31.05
Estonia,SSP5-8.5,2040-2059,28.36,30.99,35.20
Estonia,SSP5-8.5,2080-2099,32.42,36.86,40.76
Ethiopia,SSP5-8.5,1986-2005,71.75,72.00,72.07
Ethiopia,SSP5-8.5,2020-2039,73.09,73.84,74.64
Ethiopia,SSP5-8.5,2040-2059,74.15,75.40,76.97
Ethiopia,SSP5-8.5,2080-2099,76.75,79.06,81.43
Finland,SSP5-8.5,1986-2005,17.00,19.05,22.04
Finland,SSP5-8.5,2020-2039,20.20,24.30,25.66
Finland,SSP5-8.5,2040-2059,23.04,26.13,30.49
Finland,SSP5-8.5,2080-2099,28.13,32.62,37.44
Fiji,SSP5-8.5,1986-2005,79.35,79.52,79.71
Fiji,SSP5-8.5,2020-2039,80.29,80.69,81.09
Fiji,SSP5-8.5,2040-2059,81.17,81.63,82.32
Fiji,SSP5-8.5,2080-2099,82.73,84.10,85.77
Falkland Islands (Malvinas),SSP5-8.5,1986-2005,49.45,49.71,50.22
Falkland Islands (Malvinas),SSP5-8.5,2020-2039,50.01,50.54,51.63
Falkland Islands (Malvinas),SSP5-8.5,2040-2059,50.54,51.26,52.10
Falkland Islands (Malvinas),SSP5-8.5,2080-2099,51.88,53.23,54.87
France,SSP5-8.5,1986-2005,39.18,40.07,40.70
France,SSP5-8.5,2020-2039,40.89,41.88,43.45
France,SSP5-8.5,2040-2059,41.64,42.99,45.09
France,SSP5-8.5,2080-2099,44.33,45.89,50.37
Faroe Islands,SSP5-8.5,1986-2005,38.87,39.80,40.82
Faroe Islands,SSP5-8.5,2020-2039,38.51,41.08,43.26
Faroe Islands,SSP5-8.5,2040-2059,39.67,42.18,44.29
Faroe Islands,SSP5-8.5,2080-2099,40.79,44.66,47.61
"Micronesia, Federated States of",SSP5-8.5,1986-2005,80.21,80.40,80.62
"Micronesia, Federated States of",SSP5-8.5,2020-2039,81.36,81.71,82.30
"Micronesia, Federated States of",SSP5-8.5,2040-2059,82.15,82.77,83.83
"Micronesia, Federated States of",SSP5-8.5,2080-2099,83.83,85.24,87.23
Gabon,SSP5-8.5,1986-2005,77.95,78.18,78.42
Gabon,SSP5-8.5,2020-2039,79.08,79.56,80.23
Gabon,SSP5-8.5,2040-2059,79.96,80.83,82.05
Gabon,SSP5-8.5,2080-2099,82.42,83.88,86.14
United Kingdom,SSP5-8.5,1986-2005,40.44,41.15,41.70
United Kingdom,SSP5-8.5,2020-2039,41.03,42.36,43.92
United Kingdom,SSP5-8.5,2040-2059,42.04,43.29,45.46
United Kingdom,SSP5-8.5,2080-2099,43.54,45.46,49.56
Georgia,SSP5-8.5,1986-2005,28.99,30.70,31.48
Georgia,SSP5-8.5,2020-2039,31.91,33.33,34.21
Georgia,SSP5-8.5,2040-2059,32.82,35.03,37.40
Georgia,SSP5-8.5,2080-2099,35.40,38.71,43.69
Guernsey,SSP5-8.5,1986-2005,46.64,47.44,47.71
Guernsey,SSP5-8.5,2020-2039,47.63,48.54,50.25
Guernsey,SSP5-8.5,2040-2059,48.26,49.60,51.72
Guernsey,SSP5-8.5,2080-2099,50.12,51.89,55.81
Ghana,SSP5-8.5,1986-2005,81.06,81.57,82.37
Ghana,SSP5-8.5,2020-2039,81.32,83.11,84.02
Ghana,SSP5-8.5,2040-2059,80.94,84.34,86.15
Ghana,SSP5-8.5,2080-2099,84.25,87.38,91.32
Gibraltar,SSP5-8.5,1986-2005,55.18,55.45,56.51
Gibraltar,SSP5-8.5,2020-2039,56.41,57.12,58.15
Gibraltar,SSP5-8.5,2040-2059,57.70,58.38,59.75
Gibraltar,SSP5-8.5,2080-2099,59.95,61.60,64.50
Guinea,SSP5-8.5,1986-2005,78.10,78.42,79.27
Guinea,SSP5-8.5,2020-2039,78.57,80.06,81.27
Guinea,SSP5-8.5,2040-2059,79.37,81.70,83.58
Guinea,SSP5-8.5,2080-2099,82.97,85.27,89.53
Guadeloupe,SSP5-8.5,1986-2005,76.23,76.56,76.72
Guadeloupe,SSP5-8.5,2020-2039,77.54,77.90,78.55
Guadeloupe,SSP5-8.5,2040-2059,78.23,79.10,80.02
Guadeloupe,SSP5-8.5,2080-2099,80.03,81.43,83.42
Gambia,SSP5-8.5,1986-2005,78.62,78.87,79.31
Gambia,SSP5-8.5,2020-2039,80.12,80.78,81.67
Gambia,SSP5-8.5,2040-2059,81.42,82.41,84.07
Gambia,SSP5-8.5,2080-2099,84.80,86.91,89.89
Guinea-Bissau,SSP5-8.5,1986-2005,79.75,79.98,80.42
Guinea-Bissau,SSP5-8.5,2020-2039,80.68,81.64,82.58
Guinea-Bissau,SSP5-8.5,2040-2059,81.91,83.22,84.46
Guinea-Bissau,SSP5-8.5,2080-2099,85.06,87.59,89.92
Equatorial Guinea,SSP5-8.5,1986-2005,77.12,77.45,77.62
Equatorial Guinea,SSP5-8.5,2020-2039,78.15,78.72,79.51
Equatorial Guinea,SSP5-8.5,2040-2059,78.75,79.82,81.76
Equatorial Guinea,SSP5-8.5,2080-2099,81.24,82.66,85.90
Greece,SSP5-8.5,1986-2005,46.22,46.83,47.88
Greece,SSP5-8.5,2020-2039,48.20,49.44,50.16
Greece,SSP5-8.5,2040-2059,48.87,50.68,51.75
Greece,SSP5-8.5,2080-2099,51.76,53.77,56.49
Grenada,SSP5-8.5,1986-2005,77.91,78.11,78.31
Grenada,SSP5-8.5,2020-2039,79.08,79.54,80.07
Grenada,SSP5-8.5,2040-2059,79.65,80.58,81.42
Grenada,SSP5-8.5,2080-2099,81.55,82.93,84.73
Greenland,SSP5-8.5,1986-2005,-3.14,-0.30,0.84
Greenland,SSP5-8.5,2020-2039,-0.17,2.42,6.21
Greenland,SSP5-8.5,2040-2059,0.85,4.27,9.00
Greenland,SSP5-8.5,2080-2099,6.27,10.39,16.09
Guatemala,SSP5-8.5,1986-2005,68.32,68.59,69.26
Guatemala,SSP5-8.5,2020-2039,69.82,70.28,71.40
Guatemala,SSP5-8.5,2040-2059,71.04,72.09,73.31
Guatemala,SSP5-8.5,2080-2099,73.74,75.73,78.22
French Guiana,SSP5-8.5,1986-2005,78.01,78.51,78.98
French Guiana,SSP5-8.5,2020-2039,79.66,79.94,80.90
French Guiana,SSP5-8.5,2040-2059,80.36,80.98,82.81
French Guiana,SSP5-8.5,2080-2099,82.35,84.71,86.97
Guam,SSP5-8.5,1986-2005,79.53,79.71,80.02
Guam,SSP5-8.5,2020-2039,80.77,81.10,81.88
Guam,SSP5-8.5,2040-2059,81.57,82.23,83.46
Guam,SSP5-8.5,2080-2099,83.49,84.89,87.21
Guyana,SSP5-8.5,1986-2005,77.02,77.71,77.88
Guyana,SSP5-8.5,2020-2039,78.77,79.24,81.04
Guyana,SSP5-8.5,2040-2059,79.53,80.69,83.53
Guyana,SSP5-8.5,2080-2099,81.62,84.58,87.95
Hong Kong,SSP5-8.5,1986-2005,61.07,61.51,62.24
Hong Kong,SSP5-8.5,2020-2039,62.62,63.50,64.90
Hong Kong,SSP5-8.5,2040-2059,64.22,65.35,67.03
Hong Kong,SSP5-8.5,2080-2099,66.63,68.89,72.78
Heard Island and McDonald Islands,SSP5-8.5,1986-2005,36.76,37.10,37.40
Heard Island and McDonald Islands,SSP5-8.5,2020-2039,37.56,37.88,38.42
Heard Island and McDonald Islands,SSP5-8.5,2040-2059,37.78,38.53,39.22
Heard Island and McDonald Islands,SSP5-8.5,2080-2099,39.27,40.62,42.10
Honduras,SSP5-8.5,1986-2005,71.94,72.26,72.72
Honduras,SSP5-8.5,2020-2039,73.43,73.92,74.96
Honduras,SSP5-8.5,2040-2059,74.57,75.67,76.69
Honduras,SSP5-8.5,2080-2099,77.23,78.99,81.29
Croatia,SSP5-8.5,1986-2005,36.24,37.26,38.55
Croatia,SSP5-8.5,2020-2039,38.70,40.54,42.53
Croatia,SSP5-8.5,2040-2059,39.91,42.21,44.48
Croatia,SSP5-8.5,2080-2099,43.29,45.82,49.87
Haiti,SSP5-8.5,1986-2005,74.83,75.16,75.49
Haiti,SSP5-8.5,2020-2039,76.36,76.69,77.31
Haiti,SSP5-8.5,2040-2059,77.09,77.85,79.27
Haiti,SSP5-8.5,2080-2099,79.52,80.54,83.22
Hungary,SSP5-8.5,1986-2005,30.74,32.08,33.07
Hungary,SSP5-8.5,2020-2039,33.40,35.68,38.30
Hungary,SSP5-8.5,2040-2059,35.10,37.55,40.63
Hungary,SSP5-8.5,2080-2099,38.82,40.67,46.07
Indonesia,SSP5-8.5,1986-2005,78.01,78.17,78.26
Indonesia,SSP5-8.5,2020-2039,79.25,79.54,79.98
Indonesia,SSP5-8.5,2040-2059,80.20,80.81,81.61
Indonesia,SSP5-8.5,2080-2099,81.90,83.42,85.23
Isle of Man,SSP5-8.5,1986-2005,43.58,44.50,45.00
Isle of Man,SSP5-8.5,2020-2039,44.35,45.69,47.16
Isle of Man,SSP5-8.5,2040-2059,45.33,46.55,48.62
Isle of Man,SSP5-8.5,2080-2099,46.57,48.61,51.78
India,SSP5-8.5,1986-2005,63.71,64.27,64.79
India,SSP5-8.5,2020-2039,64.41,65.64,66.64
India,SSP5-8.5,2040-2059,65.84,67.35,68.83
India,SSP5-8.5,2080-2099,69.81,72.01,74.72
British Indian Ocean Territory,SSP5-8.5,1986-2005,79.20,79.38,79.55
British Indian Ocean Territory,SSP5-8.5,2020-2039,80.36,80.65,81.16
British Indian Ocean Territory,SSP5-8.5,2040-2059,81.34,81.90,82.76
British Indian Ocean Territory,SSP5-8.5,2080-2099,83.14,84.51,86.40
Ireland,SSP5-8.5,1986-2005,41.52,42.37,42.97
Ireland,SSP5-8.5,2020-2039,41.99,43.00,44.53
Ireland,SSP5-8.5,2040-2059,42.71,43.96,46.03
Ireland,SSP5-8.5,2080-2099,43.79,45.96,49.39
"Iran, Islamic Republic of",SSP5-8.5,1986-2005,38.85,39.95,40.54
"Iran, Islamic Republic of",SSP5-8.5,2020-2039,41.31,42.28,43.36
"Iran, Islamic Republic of",SSP5-8.5,2040-2059,43.22,43.79,47.08
"Iran, Islamic Republic of",SSP5-8.5,2080-2099,45.55,47.66,53.80
Iraq,SSP5-8.5,1986-2005,50.56,51.63,52.34
Iraq,SSP5-8.5,2020-2039,53.41,54.30,55.19
Iraq,SSP5-8.5,2040-2059,54.63,55.72,58.24
Iraq,SSP5-8.5,2080-2099,57.65,59.37,64.68
Iceland,SSP5-8.5,1986-2005,26.47,29.00,31.18
Iceland,SSP5-8.5,2020-2039,26.75,30.23,34.83
Iceland,SSP5-8.5,2040-2059,29.38,32.68,36.20
Iceland,SSP5-8.5,2080-2099,33.36,37.10,41.62
Israel,SSP5-8.5,1986-2005,55.19,55.82,56.37
Israel,SSP5-8.5,2020-2039,57.17,58.06,58.76
Israel,SSP5-8.5,2040-2059,57.74,59.24,60.67
Israel,SSP5-8.5,2080-2099,60.71,62.50,65.34
Italy,SSP5-8.5,1986-2005,42.41,42.98,43.82
Italy,SSP5-8.5,2020-2039,44.25,45.60,46.40
Italy,SSP5-8.5,2040-2059,45.29,46.78,48.36
Italy,SSP5-8.5,2080-2099,48.02,50.34,53.31
Jamaica,SSP5-8.5,1986-2005,75.77,76.09,76.43
Jamaica,SSP5-8.5,2020-2039,77.18,77.47,78.13
Jamaica,SSP5-8.5,2040-2059,77.89,78.71,79.81
Jamaica,SSP5-8.5,2080-2099,80.07,81.54,83.51
Jersey,SSP5-8.5,1986-2005,45.63,46.44,46.72
Jersey,SSP5-8.5,2020-2039,46.62,47.54,49.26
Jersey,SSP5-8.5,2040-2059,47.26,48.60,50.72
Jersey,SSP5-8.5,2080-2099,49.13,50.89,54.83
Jordan,SSP5-8.5,1986-2005,50.08,50.82,51.40
Jordan,SSP5-8.5,2020-2039,52.24,53.13,53.85
Jordan,SSP5-8.5,2040-2059,52.77,54.43,55.98
Jordan,SSP5-8.5,2080-2099,55.98,57.80,61.06
Japan,SSP5-8.5,1986-2005,39.37,40.01,40.82
Japan,SSP5-8.5,2020-2039,41.14,42.41,43.36
Japan,SSP5-8.5,2040-2059,42.60,44.27,45.37
Japan,SSP5-8.5,2080-2099,45.48,47.96,50.79
Kazakhstan,SSP5-8.5,1986-2005,13.26,14.51,16.34
Kazakhstan,SSP5-8.5,2020-2039,14.89,17.38,19.03
Kazakhstan,SSP5-8.5,2040-2059,18.15,20.31,22.10
Kazakhstan,SSP5-8.5,2080-2099,23.14,24.90,30.53
Kenya,SSP5-8.5,1986-2005,73.49,73.81,74.04
Kenya,SSP5-8.5,2020-2039,74.82,75.42,75.95
Kenya,SSP5-8.5,2040-2059,75.82,76.62,77.89
Kenya,SSP5-8.5,2080-2099,77.50,79.46,81.55
Kyrgyzstan,SSP5-8.5,1986-2005,16.02,16.47,17.58
Kyrgyzstan,SSP5-8.5,2020-2039,17.76,19.67,21.09
Kyrgyzstan,SSP5-8.5,2040-2059,19.76,21.38,23.41
Kyrgyzstan,SSP5-8.5,2080-2099,23.59,26.26,31.96
Cambodia,SSP5-8.5,1986-2005,79.77,80.19,80.61
Cambodia,SSP5-8.5,2020-2039,80.50,81.72,82.48
Cambodia,SSP5-8.5,2040-2059,81.75,83.29,84.75
Cambodia,SSP5-8.5,2080-2099,84.55,85.98,89.28
Kiribati,SSP5-8.5,1986-2005,79.74,79.99,80.19
Kiribati,SSP5-8.5,2020-2039,80.79,81.31,81.68
Kiribati,SSP5-8.5,2040-2059,81.66,82.24,83.35
Kiribati,SSP5-8.5,2080-2099,83.60,85.08,86.89
Saint Kitts and Nevis,SSP5-8.5,1986-2005,76.68,76.98,77.11
Saint Kitts and Nevis,SSP5-8.5,2020-2039,77.89,78.30,78.99
Saint Kitts and Nevis,SSP5-8.5,2040-2059,78.72,79.46,80.50
Saint Kitts and Nevis,SSP5-8.5,2080-2099,80.57,81.80,83.89
"Korea, Republic of",SSP5-8.5,1986-2005,33.90,34.84,35.63
"Korea, Republic of",SSP5-8.5,2020-2039,36.07,37.11,38.55
"Korea, Republic of",SSP5-8.5,2040-2059,37.70,39.50,41.32
"Korea, Republic of",SSP5-8.5,2080-2099,40.68,43.45,46.64
Kuwait,SSP5-8.5,1986-2005,56.36,57.30,58.00
Kuwait,SSP5-8.5,2020-2039,59.23,59.69,60.86
Kuwait,SSP5-8.5,2040-2059,60.53,61.46,63.23
Kuwait,SSP5-8.5,2080-2099,63.42,66.08,69.49
Lao People's Democratic Republic,SSP5-8.5,1986-2005,67.96,68.34,68.88
Lao People's Democratic Republic,SSP5-8.5,2020-2039,68.68,70.12,70.67
Lao People's Democratic Republic,SSP5-8.5,2040-2059,70.14,71.87,73.12
Lao People's Democratic Republic,SSP5-8.5,2080-2099,73.27,75.21,78.19
Lebanon,SSP5-8.5,1986-2005,49.00,49.69,50.29
Lebanon,SSP5-8.5,2020-2039,51.02,51.82,52.52
Lebanon,SSP5-8.5,2040-2059,51.57,52.97,54.34
Lebanon,SSP5-8.5,2080-2099,54.44,56.37,59.03
Liberia,SSP5-8.5,1986-2005,78.34,78.74,79.41
Liberia,SSP5-8.5,2020-2039,78.88,80.25,81.26
Liberia,SSP5-8.5,2040-2059,79.36,81.73,83.85
Liberia,SSP5-8.5,2080-2099,82.78,84.41,88.78
Libya,SSP5-8.5,1986-2005,54.29,54.66,55.71
Libya,SSP5-8.5,2020-2039,56.17,57.07,58.23
Libya,SSP5-8.5,2040-2059,56.94,58.25,59.53
Libya,SSP5-8.5,2080-2099,60.20,62.14,65.05
Saint Lucia,SSP5-8.5,1986-2005,77.67,77.96,78.15
Saint Lucia,SSP5-8.5,2020-2039,78.96,79.38,79.92
Saint Lucia,SSP5-8.5,2040-2059,79.55,80.41,81.33
Saint Lucia,SSP5-8.5,2080-2099,81.43,82.77,84.69
Liechtenstein,SSP5-8.5,1986-2005,24.22,25.51,26.40
Liechtenstein,SSP5-8.5,2020-2039,26.86,28.09,30.34
Liechtenstein,SSP5-8.5,2040-2059,27.81,29.73,32.46
Liechtenstein,SSP5-8.5,2080-2099,30.48,33.75,38.80
Sri Lanka,SSP5-8.5,1986-2005,77.30,77.55,77.72
Sri Lanka,SSP5-8.5,2020-2039,77.96,78.63,79.07
Sri Lanka,SSP5-8.5,2040-2059,79.02,79.87,80.73
Sri Lanka,SSP5-8.5,2080-2099,81.05,82.35,84.49
Lesotho,SSP5-8.5,1986-2005,62.99,63.32,63.71
Lesotho,SSP5-8.5,2020-2039,64.39,65.09,65.84
Lesotho,SSP5-8.5,2040-2059,65.50,67.12,68.23
Lesotho,SSP5-8.5,2080-2099,68.30,70.78,72.95
Lithuania,SSP5-8.5,1986-2005,24.71,25.44,27.48
Lithuania,SSP5-8.5,2020-2039,26.69,29.94,31.81
Lithuania,SSP5-8.5,2040-2059,29.06,31.75,35.62
Lithuania,SSP5-8.5,2080-2099,33.18,36.89,41.58
Luxembourg,SSP5-8.5,1986-2005,33.38,34.46,35.49
Luxembourg,SSP5-8.5,2020-2039,34.92,36.55,38.98
Luxembourg,SSP5-8.5,2040-2059,36.18,37.88,40.75
Luxembourg,SSP5-8.5,2080-2099,39.13,41.02,45.82
Latvia,SSP5-8.5,1986-2005,23.70,24.51,26.85
Latvia,SSP5-8.5,2020-2039,26.24,29.12,30.95
